Product ID,Product name,File URL,Archive URL,Company name,Product type,"Product carbon footprint (PCF, kg CO2e)",Manufacturing CO2e percentage,Chassis & assembly CO2e percentage,HDD CO2e percentage,SSD CO2e percentage,Power supply unit CO2e percentage,Battery CO2e percentage,Mainboard and other boards CO2e percentage,Display CO2e percentage,Packaging CO2e percentage,ODD CO2e percentage,External components CO2e percentage,Others* CO2e percentage,Manufacturing CO2e,Chassis & assembly CO2e,HDD CO2e,SSD CO2e,Power supply unit CO2e,Battery CO2e,Mainboard and other boards CO2e,Display CO2e,Packaging CO2e,ODD CO2e,External components CO2e,Others* CO2e,Validation notes
459,Latitude 5280,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5280.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5280.pdf,Dell,Laptop,225,78.3,4.1,-,15.2,8.3,2.5,15.4,32.5,0.3,176.175,9.225,-,34.2,18.675,5.625,34.65,73.125,0.675,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
460,Latitude 5285 2-in-1,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5285.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5285.pdf,Dell,Laptop,258,77.2,2.6,-,13.5,5.5,2.3,23.6,29.5,0.2,199.176,6.708,-,34.83,14.19,5.934,60.888,76.11,0.516,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
461,Latitude 5289 2-in-1,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5289.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5289.pdf,Dell,Laptop,259,78.9,4.8,3.5,-,8.2,2.5,26.2,33.3,0.3,204.351,12.432,9.065,-,21.238,6.475,67.858,86.247,0.777,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
462,Latitude 5290,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5290-2.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5290-2.pdf,Dell,Laptop,218,75,6,4,-,10,2,24,29,-,163.5,13.08,8.72,-,21.8,4.36,52.32,63.22,-,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
463,Latitude 5290 2-in-1,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5290.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5290.pdf,Dell,Laptop,268,83.2,2.4,-,13.1,7.1,2.7,22,35.6,0.2,222.976,6.432,-,35.108,19.028,7.236,58.96,95.408,0.536,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
464,Latitude 5450,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5450.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5450.pdf,Dell,Laptop,247,78.3,5.5,3.7,-,8.5,2.6,17.4,40.1,0.4,193.401,13.585,9.139,-,20.995,6.422,42.978,99.047,0.988,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
465,Latitude 5480,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5480.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5480.pdf,Dell,Laptop,250,77.8,3.6,-,20.6,7,2.1,13.9,30.3,0.3,194.5,9,-,51.5,17.5,5.25,34.75,75.75,0.75,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
466,Latitude 5490,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5490.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5490.pdf,Dell,Laptop,251,78.3,3.2,-,20.6,6.9,2.7,14.4,30.2,0.3,196.533,8.032,-,51.706,17.319,6.777,36.144,75.802,0.753,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
467,Latitude 5491,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5491.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5491.pdf,Dell,Laptop,254,80.7,3.2,-,20.3,9,2.6,13.9,31.3,0.4,204.978,8.128,-,51.562,22.86,6.604,35.306,79.502,1.016,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
468,Latitude 5495,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5495.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5495.pdf,Dell,Laptop,255,75.1,3.5,-,13.6,7.4,2.8,15.1,32.3,0.3,191.505,8.925,-,34.68,18.87,7.14,38.505,82.365,0.765,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
469,Latitude 5550,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5550.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5550.pdf,Dell,Laptop,259,80.4,5.6,3.6,-,8.1,2.5,19,41.1,0.5,208.236,14.504,9.324,-,20.979,6.475,49.21,106.449,1.295,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
470,Latitude 5580,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5580.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5580.pdf,Dell,Laptop,299,78,3.3,-,17.7,6,2.3,13.7,34.8,0.3,233.22,9.867,-,52.923,17.94,6.877,40.963,104.052,0.897,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
471,Latitude 5590,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5590.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5590.pdf,Dell,Laptop,271,72.2,4.9,3.4,-,7.6,3,18.8,34.1,0.5,195.662,13.279,9.214,-,20.596,8.13,50.948,92.411,1.355,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
472,Latitude 5591,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5591.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5591.pdf,Dell,Laptop,305,79.6,2.9,-,17.4,7.7,2.2,15.5,33.5,0.3,242.78,8.845,-,53.07,23.485,6.71,47.275,102.175,0.915,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
473,Latitude 7280,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7280.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7280.pdf,Dell,Laptop,222,80,4,-,15.4,8.4,2.6,15,34.3,0.3,177.6,8.88,-,34.188,18.648,5.772,33.3,76.146,0.666,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
474,Latitude 7285,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7285.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7285.pdf,Dell,Laptop,282,85.2,2,-,18.7,4.7,1.4,20.4,37.7,0.2,240.264,5.64,-,52.734,13.254,3.948,57.528,106.314,0.564,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
475,Latitude 7290,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7290.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7290.pdf,Dell,Laptop,209,82.4,2.2,-,23.9,8.1,2.5,14.3,30.1,0.2,172.216,4.598,-,49.951,16.929,5.225,29.887,62.909,0.418,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
476,Latitude 7350,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7350.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7350.pdf,Dell,Laptop,297,90.3,4.4,3.1,-,7.1,2.2,29.6,43.5,0.4,268.191,13.068,9.207,-,21.087,6.534,87.912,129.195,1.188,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
477,Latitude 7370,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7370.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7370.pdf,Dell,Laptop,288,82.2,2.3,-,18.4,4.6,2.4,21.9,32.3,0.2,236.736,6.624,-,52.992,13.248,6.912,63.072,93.024,0.576,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
478,Latitude 7380,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7380.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7380.pdf,Dell,Laptop,259,77.9,3.4,-,13.4,7.3,2.2,13,38.2,0.3,201.761,8.806,-,34.706,18.907,5.698,33.67,98.938,0.777,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
479,Latitude 7389 2-in-1,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7389.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7389.pdf,Dell,Laptop,289,79.8,2.9,-,12.1,6.6,2.5,20.8,34.6,0.3,230.622,8.381,-,34.969,19.074,7.225,60.112,99.994,0.867,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
480,Latitude 7390,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7390.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7390.pdf,Dell,Laptop,222,84.3,3.1,-,23,7.5,2.3,12.6,35.5,0.3,187.146,6.882,-,51.06,16.65,5.106,27.972,78.81,0.666,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
481,Latitude 7390 2-in-1,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7390-2.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7390-2.pdf,Dell,Laptop,332,84.4,2,-,10.7,4.4,1.8,38.7,26.6,0.2,280.208,6.64,-,35.524,14.608,5.976,128.484,88.312,0.664,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
482,Latitude 7480,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7480.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7480.pdf,Dell,Laptop,249,78.2,3.6,-,20.6,7,2.7,13.5,30.4,0.4,194.718,8.964,-,51.294,17.43,6.723,33.615,75.696,0.996,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
483,Latitude 7490,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7490.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7490.pdf,Dell,Laptop,241,83.5,3.1,-,20.7,7.3,2.2,14.1,35.7,0.3,201.235,7.471,-,49.887,17.593,5.302,33.981,86.037,0.723,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
484,Latitude E5270,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-e5270.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-e5270.pdf,Dell,Laptop,240,76.2,5.9,-,-,9.1,2.8,17.7,40.4,0.4,182.88,14.16,-,-,21.84,6.72,42.48,96.96,0.96,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
485,Latitude E5470,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E5470.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E5470.pdf,Dell,Laptop,280,71,5,3,-,8,2,27,26,-,198.8,14,8.4,-,22.4,5.6,75.6,72.8,-,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
486,Latitude E5570,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E5570.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E5570.pdf,Dell,Laptop,240,77.1,5.6,3.8,-,8.8,2.7,17,38.8,0.4,185.04,13.44,9.12,-,21.12,6.48,40.8,93.12,0.96,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
487,Latitude E7250,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7250.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7250.pdf,Dell,Laptop,223,82.1,3.7,-,15.4,8.3,2.6,16.3,35.5,0.3,183.083,8.251,-,34.342,18.509,5.798,36.349,79.165,0.669,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
488,Latitude E7270,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7270.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7270.pdf,Dell,Laptop,249,75.9,3.5,-,13.9,7.6,2.3,26.7,21.6,0.3,188.991,8.715,-,34.611,18.924,5.727,66.483,53.784,0.747,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
489,Latitude E7450,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7450.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7450.pdf,Dell,Laptop,238,79.5,5.5,-,-,9.2,2.8,18.3,43.3,0.4,189.21,13.09,-,-,21.896,6.664,43.554,103.054,0.952,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
490,Latitude E7470,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7470.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7470.pdf,Dell,Laptop,261,76.1,3.7,-,13.4,7.3,2.2,25.6,23.6,0.3,198.621,9.657,-,34.974,19.053,5.742,66.816,61.596,0.783,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
491,Precision 3510,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-3510.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-3510.pdf,Dell,Workstation,331,71,5,3,-,12,2,23,26,-,235.01,16.55,9.93,-,39.72,6.62,76.13,86.06,-,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
492,Precision 3520,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-3520.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-3520.pdf,Dell,Workstation,304,79.2,3.3,-,17.5,11.1,2.3,11.9,32.9,0.3,240.768,10.032,-,53.2,33.744,6.992,36.176,100.016,0.912,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
493,Precision 3530,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-3530.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-3530.pdf,Dell,Workstation,335,78,4.1,2.7,-,11.8,1.9,31.9,25.1,0.4,261.3,13.735,9.045,-,39.53,6.365,106.865,84.085,1.34,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
494,Precision 5520,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-5520.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-5520.pdf,Dell,Workstation,368,70.7,2.5,-,14.9,9.4,1.5,10,31.8,0.6,260.176,9.2,-,54.832,34.592,5.52,36.8,117.024,2.208,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
495,Precision 5530,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-5530.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-5530.pdf,Dell,Workstation,340,79.9,2.8,-,15.9,10,1.6,27.2,21.5,0.7,271.66,9.52,-,54.06,34,5.44,92.48,73.1,2.38,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
496,Precision 7520,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-7520.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-7520.pdf,Dell,Workstation,399,68.3,2.3,-,13.8,11.4,2.5,13.7,24.3,0.3,272.517,9.177,-,55.062,45.486,9.975,54.663,96.957,1.197,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
497,Precision 7720,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-7720.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-precision-7720.pdf,Dell,Workstation,416,71.6,3.4,-,13.3,14.7,2.4,10.8,26.7,0.3,297.856,14.144,-,55.328,61.152,9.984,44.928,111.072,1.248,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
498,XPS 9570,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-15-9570.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-15-9570.pdf,Dell,Laptop,324,77.6,3.1,-,11,6,3.2,12.2,41.4,0.7,251.424,10.044,-,35.64,19.44,10.368,39.528,134.136,2.268,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
499,XPS 9360,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9360.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9360.pdf,Dell,Laptop,286,76.2,2.7,-,12.3,5,2.6,21.1,31.9,0.6,217.932,7.722,-,35.178,14.3,7.436,60.346,91.234,1.716,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
500,XPS 9365 2-in-1,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9365.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9365.pdf,Dell,Laptop,287,79.8,2.7,-,12.3,4.2,2.6,20.9,36.7,0.4,229.026,7.749,-,35.301,12.054,7.462,59.983,105.329,1.148,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
501,XPS 9370,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9370.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9370.pdf,Dell,Laptop,297,83,2.6,-,11.9,4.8,2.5,20.9,39.5,0.8,246.51,7.722,-,35.343,14.256,7.425,62.073,117.315,2.376,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
502,XPS 9560,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9560.pdf,https://web.archive.org/web/*/https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-xps-9560.pdf,Dell,Laptop,337,74.7,2.7,-,10.6,10.8,3.1,11.5,35.3,0.8,251.739,9.099,-,35.722,36.396,10.447,38.755,118.961,2.696,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
503,Chromebook 3100,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook_3100.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook_3100.pdf,Dell,Laptop,266,87.5,4.6,-,3.4,9.9,2.1,38.4,28.7,0.4,232.75,12.236,-,9.044,26.334,5.586,102.144,76.342,1.064,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
504,Chromebook 3100 2-in-1,https://corporate.delltechnologies.com/content/dam/documents-and-videos/dv1/en/products/laptops-and-2-in-1s/technical-support/chromebook_3100_2_in_1.pdf,https://web.archive.org/web/*/https://corporate.delltechnologies.com/content/dam/documents-and-videos/dv1/en/products/laptops-and-2-in-1s/technical-support/chromebook_3100_2_in_1.pdf,Dell,Laptop,291,87.6,4.2,-,3.1,9.2,1.9,34.7,34.1,0.4,254.916,12.222,-,9.021,26.772,5.529,100.977,99.231,1.164,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
505,Chromebook 3400,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook_3400.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook_3400.pdf,Dell,Laptop,335,88.1,3.8,-,2.6,7.9,1.7,34.3,37.5,0.3,295.135,12.73,-,8.71,26.465,5.695,114.905,125.625,1.005,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
506,Chromebook 5190 2-in-1,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook-5190-2-in-1-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook-5190-2-in-1-pcf-datasheet.pdf,Dell,Laptop,219,93.5,5.8,-,4.1,9,2.5,37.1,34.4,0.5,204.765,12.702,-,8.979,19.71,5.475,81.249,75.336,1.095,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
507,Chromebook 5190,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook-5190-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/chromebook-5190-pcf-datasheet.pdf,Dell,Laptop,220,93.7,5.6,-,4.1,9.1,2.5,37.3,34.5,0.5,206.14,12.32,-,9.02,20.02,5.5,82.06,75.9,1.1,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
508,Chromebook 3110 2-in-1,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-chromebook-3110-2-in-1-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-chromebook-3110-2-in-1-pcf-datasheet.pdf,Dell,Laptop,238,87.9,5.4,-,3.3,11.4,3.1,29.8,34.3,0.6,209.202,12.852,-,7.854,27.132,7.378,70.924,81.634,1.428,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
509,Chromebook 3110,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-chromebook-3110-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-chromebook-3110-pcf-datasheet.pdf,Dell,Laptop,229,87.9,5.4,-,3.5,12,3.2,27.8,35.4,0.6,201.291,12.366,-,8.015,27.48,7.328,63.662,81.066,1.374,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
510,Inspiron 5320,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-inspiron-13-5320-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-inspiron-13-5320-pcf-datasheet.pdf,Dell,Laptop,326,87.2,4,-,2.5,8.3,2.8,21.3,47.8,0.4,284.272,13.04,-,8.15,27.058,9.128,69.438,155.828,1.304,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
511,Inspiron 5330,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-inspiron-13-5330-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-inspiron-13-5330-pcf-datasheet.pdf,Dell,Laptop,328,86.7,4,-,2.4,8.3,2.8,21.2,47.5,0.5,284.376,13.12,-,7.872,27.224,9.184,69.536,155.8,1.64,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
512,Inspiron 5420,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-inspiron-14-5420-pcf-datasheet.pdf,https://web.archive.org/web/*/https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-inspiron-14-5420-pcf-datasheet.pdf,Dell,Laptop,344,88.3,4.2,-,2.4,8,2.7,20.9,49.8,0.4,303.752,14.448,-,8.256,27.52,9.288,71.896,171.312,1.376,-,-,-,-,-,-,Automatic verified (within 99%-101% tolerance).
